,全国卷,自主命题,半自主命题,性别,民族,政治面貌.群众,政治面貌.团员,政治面貌.预备党员,身高,体重,城镇考生,应届考生,外语语种,学科类型.理工,学科类型.文史,学科类型.文理综合,年份,成绩（分数/总分）,学部.理学部,学部.经济与管理学部,学部.人文学部,学部.社会科学学部,学部.信息与工程科学部,优惠加分,大类.普通,大类.自招,大类.定向招生,大类.筑梦,大类.特长生,高三排名,成绩方差,专利数,社会活动,获奖数,竞赛成绩,综合GPA
2259,0,1,0,0,1,0,1,0,162,56,0,1,1,1,0,0,1,0.629166667,0,0,0,0,1,4,0,0,0,1,0,0.006570302,-0.260152549,0.0,0.057142857,0.128205128,0.034482759,3.19707
2260,1,0,0,1,1,0,1,0,168,60,1,1,1,1,0,0,0,0.916,1,0,0,0,0,1,0,1,0,0,0,0.0135,-0.259243241,0.0,0.2,0.102564103,0.034482759,3.41631
2261,0,1,0,1,1,0,1,0,167,48,1,1,1,0,1,0,0,0.872,0,0,1,0,0,1,0,1,0,0,0,0.016,-0.254735877,0.0,0.257142857,0.179487179,0.0,3.73284
2262,1,0,0,0,1,0,1,0,175,60,1,1,1,1,0,0,0,0.930666667,1,0,0,0,0,5,0,1,0,0,0,0.013982755,0.279161194,0.0,0.057142857,0.102564103,0.137931034,3.81044
2263,0,0,1,0,1,0,1,0,175,64,1,1,1,1,0,0,0,0.837333333,1,0,0,0,0,5,0,1,0,0,0,0.0328125,-0.22926782,0.0,0.0,0.025641026,0.103448276,2.79778
2264,0,1,0,1,1,0,1,0,174,51,1,1,1,0,1,0,0,0.894666667,0,0,0,1,0,0,1,0,0,0,0,0.194029851,-0.262245872,0.0,0.0,0.0,0.0,3.59878
2265,0,1,0,0,1,0,1,0,176,54,1,1,1,1,0,0,1,0.805333333,1,0,0,0,0,5,0,1,0,0,0,0.125316456,-0.175246835,0.0,0.028571429,0.076923077,0.068965517,3.54776
2266,0,0,1,1,1,0,1,0,163,52,1,1,1,1,0,0,0,0.885333333,1,0,0,0,0,1,0,1,0,0,0,0.002777778,-0.261880696,0.0,0.0,0.282051282,0.0,3.564
2267,1,0,0,0,0,0,1,0,170,57,0,1,1,0,1,0,0,0.801333333,0,0,1,0,0,0,0,0,1,0,0,0.000185943,-0.261549799,0.0,0.028571429,0.076923077,0.0,3.31401
2268,0,1,0,0,1,1,0,0,176,67,0,1,1,1,0,0,0,0.6125,1,0,0,0,0,5,0,1,0,0,0,0.055223881,-0.230878097,0.0,0.0,0.051282051,0.068965517,3.70692
2269,0,1,0,1,1,0,1,0,163,60,1,1,1,1,0,0,0,0.937333333,1,0,0,0,0,2,0,1,0,0,0,0.033126294,-0.247764894,0.0,0.028571429,0.102564103,0.0,2.13479
2270,0,1,0,1,1,1,0,0,159,54,1,1,1,1,0,0,0,0.905333333,1,0,0,0,0,3,0,1,0,0,0,0.002460025,-0.261861953,0.0,0.028571429,0.102564103,0.0,3.42562
2271,0,0,1,0,1,0,1,0,176,70,1,1,1,1,0,0,0,0.926666667,0,0,0,0,1,2,0,1,0,0,0,0.007272727,-0.261643893,0.0,0.057142857,0.179487179,0.034482759,3.61289
2272,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.778787879,1,0,0,0,0,4,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.028571429,0.102564103,0.103448276,3.05661
2273,0,1,0,0,1,0,1,0,179,75,1,1,1,0,1,0,1,0.873333333,0,0,1,0,0,3,0,1,0,0,0,0.116666667,-0.262245872,0.0,0.285714286,0.179487179,0.0,3.68297
2274,0,1,0,0,1,0,1,0,170,55,1,1,1,0,1,0,1,0.825333333,0,0,1,0,0,0,0,0,1,0,0,0.002790373,-0.262215199,0.0,0.142857143,0.230769231,0.0,3.26021
2275,0,1,0,0,1,0,1,0,180,59,1,1,1,1,0,0,1,0.893333333,0,0,0,0,0,2,0,1,0,0,0,0.007407407,-0.05472073,0.0,0.257142857,0.41025641,0.0,3.66084
2276,0,1,0,0,1,0,1,0,176,64,1,1,1,1,0,0,0,0.893333333,1,0,0,0,0,5,0,1,0,0,0,0.04172851,-0.24730998,0.0,0.057142857,0.051282051,0.103448276,3.50604
2277,0,0,1,0,1,0,1,0,175,73,1,1,1,1,0,0,0,0.854666667,1,0,0,0,0,5,0,1,0,0,0,0.037581699,-0.194683454,0.0,0.0,0.076923077,0.137931034,2.62393
2278,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.892,0,0,0,0,1,0,0,0,1,0,0,0.04172851,1.18e-15,0.0,0.0,0.076923077,0.068965517,2.84079
2279,0,1,0,0,1,1,0,0,170,65,1,1,1,1,0,0,0,0.887653827,1,0,0,0,0,5,0,1,0,0,0,0.118867925,2.52547888,0.0,0.0,0.051282051,0.275862069,3.72347
2280,0,1,0,1,1,0,1,0,163,53,1,1,1,1,0,0,0,0.936,0,1,0,0,0,0,1,0,0,0,0,0.114285714,0.055192406,0.0,0.114285714,0.051282051,0.0,3.47111
2281,0,1,0,1,1,0,1,0,179,90,1,1,1,1,0,0,0,0.922666667,1,0,0,0,0,1,0,1,0,0,0,0.000294811,-0.261996604,0.0,0.142857143,0.230769231,0.0,3.74496
2282,0,1,0,1,1,0,1,0,164,54,0,1,1,0,1,0,1,0.869333333,0,0,1,0,0,0,1,0,0,0,0,0.032967033,-0.252085513,0.0,0.028571429,0.051282051,0.0,3.49168
2283,0,0,1,1,1,0,1,0,165,54,0,1,1,0,1,0,0,0.9,0,0,0,0,0,0,1,0,0,0,0,0.004720692,-0.262066871,0.0,0.0,0.076923077,0.0,2.76897
2284,1,0,0,0,1,0,1,0,176,54,1,1,1,1,0,0,1,0.896,1,0,0,0,0,1,0,1,0,0,0,0.001984127,-0.262177629,0.0,0.085714286,0.358974359,0.034482759,3.39344
2285,0,1,0,0,1,0,1,0,182,74,1,1,1,1,0,0,0,0.870666667,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.057142857,0.230769231,0.344827586,3.57403
2286,0,1,0,1,1,0,1,0,156,45,1,1,1,1,0,0,0,0.928,0,0,0,0,0,0,1,0,0,0,0,0.007539041,-0.255160901,0.0,0.057142857,0.102564103,0.0,3.70084
2287,1,0,0,1,1,0,1,0,158,43,1,1,1,0,1,0,0,0.826666667,0,0,1,0,0,1,0,1,0,0,0,0.001172333,-0.262072979,0.0,0.228571429,0.256410256,0.0,3.64859
2288,0,1,0,0,1,1,0,0,179,95,1,1,1,1,0,0,1,0.905333333,1,0,0,0,0,1,0,1,0,0,0,0.081881533,-0.262245872,0.0,0.085714286,0.128205128,0.0,3.56501
2289,1,0,0,0,1,0,1,0,172,59,1,1,1,1,0,0,0,0.849333333,1,0,0,0,0,0,0,0,1,0,0,0.001052632,-0.261684737,0.0,0.0,0.102564103,0.0,3.27636
2290,0,1,0,0,1,0,1,0,180,78,1,1,1,1,0,0,1,0.792424242,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.076923077,0.103448276,3.55099
2291,0,1,0,1,1,0,1,0,167,58,1,1,1,1,0,0,0,0.944,0,0,0,0,0,0,1,0,0,0,0,0.099447514,1.925943107,0.0,0.028571429,0.025641026,0.0,3.57916
2292,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.793939394,0,0,0,1,0,1,0,1,0,0,0,0.11,-0.0567094,0.0,0.142857143,0.153846154,0.0,3.61579
2293,1,0,0,1,0,0,1,0,170,63,1,1,1,0,1,0,1,0.906666667,0,0,0,0,0,0,1,0,0,0,0,0.005649718,-0.23792716,0.0,0.0,0.0,0.0,3.39091
2294,0,1,0,1,1,0,1,0,168,56,1,1,1,1,0,0,1,0.796969697,1,0,0,0,0,3,0,1,0,0,0,0.005952381,-0.061899432,0.0,0.114285714,0.128205128,0.0,3.66788
2295,1,0,0,0,0,0,1,0,176,67,1,1,1,1,0,0,0,0.853333333,1,0,0,0,0,0,0,0,1,0,0,0.001764706,-0.262016227,0.0,0.0,0.102564103,0.0,3.42971
2296,0,1,0,0,1,0,1,0,181,60,1,1,1,1,0,0,0,0.855537654,0,0,0,0,1,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.025641026,0.137931034,2.85388
2297,0,1,0,0,0,0,1,0,176,79,1,1,1,1,0,0,0,0.924,1,0,0,0,0,1,0,1,0,0,0,0.053398058,-0.203691099,0.0,0.2,0.256410256,0.0,2.32219
2298,0,0,1,0,1,0,1,0,183,72,1,1,1,1,0,0,1,0.893333333,1,0,0,0,0,5,0,1,0,0,0,0.0075,-0.261707394,0.0,0.0,0.051282051,0.275862069,3.5661
2299,0,1,0,0,1,0,1,0,184,70,0,1,1,1,0,0,1,0.597916667,0,0,0,0,1,5,0,0,0,1,0,0.024657534,-0.252942891,0.0,0.085714286,0.41025641,0.0,3.78642
2300,0,0,1,0,1,0,1,0,178,63,1,1,1,1,0,0,0,0.874666667,1,0,0,0,0,5,0,1,0,0,0,0.04172851,-0.249316976,0.0,0.0,0.025641026,0.103448276,3.66451
2301,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.812345556,1,0,0,0,0,5,0,1,0,0,0,0.252459016,0.372217497,0.0,0.0,0.025641026,0.137931034,3.40788
2302,0,1,0,0,1,0,1,0,175,64,1,1,1,1,0,0,1,0.87530642,0,0,0,0,1,5,0,1,0,0,0,0.217468806,0.565502986,0.0,0.0,0.051282051,0.103448276,3.27916
2303,0,1,0,0,1,0,1,0,185,86,1,1,1,0,1,0,0,0.865333333,0,0,0,1,0,1,0,1,0,0,0,0.003802281,-0.24552747,0.0,0.257142857,0.102564103,0.0,3.70611
2304,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.806060606,0,0,0,0,1,2,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.179487179,0.0,3.53948
2305,0,1,0,0,1,0,1,0,173,72,1,1,1,1,0,0,0,0.585416667,0,0,0,0,1,5,0,1,0,0,0,0.005899705,0.346399327,0.0,0.285714286,0.564102564,0.275862069,3.76708
2306,0,0,1,1,1,0,1,0,165,55,1,1,1,0,1,0,1,0.801333333,0,0,0,1,0,4,0,1,0,0,0,0.011666667,-0.258959297,0.0,0.485714286,0.256410256,0.0,3.50621
2307,0,1,0,1,1,0,1,0,168,51,1,1,1,0,1,0,0,0.904,0,0,0,0,0,1,0,1,0,0,0,0.028571429,2.554309958,0.0,0.057142857,0.025641026,0.0,3.66976
2308,1,0,0,0,1,0,1,0,172,65,1,1,1,1,0,0,1,0.866666667,1,0,0,0,0,5,0,1,0,0,0,0.351351351,0.955568655,0.0,0.0,0.025641026,0.068965517,3.61428
2309,1,0,0,0,1,0,1,0,172,66,1,1,1,1,0,0,1,0.896,1,0,0,0,0,1,0,1,0,0,0,0.01988218,-0.260613208,0.0,0.085714286,0.282051282,0.068965517,3.46801
2310,0,1,0,0,1,0,1,0,182,75,1,1,1,1,0,0,0,0.914814444,1,0,0,0,0,0,1,0,0,0,0,0.096153846,0.400401368,0.0,0.257142857,0.282051282,0.103448276,3.39587
2311,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.878666667,1,0,0,0,0,4,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.128205128,0.068965517,3.35579
2312,0,0,1,0,1,0,1,0,187,70,1,1,1,1,0,0,1,0.913333333,1,0,0,0,0,4,0,1,0,0,0,0.078181818,0.001314433,0.0,0.171428571,0.128205128,0.137931034,3.31423
2313,0,1,0,0,1,0,1,0,173,66,1,1,1,1,0,0,0,0.768181818,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.025641026,0.0,3.58534
2314,0,1,0,0,0,0,1,0,172,70,0,1,1,1,0,0,1,0.894666667,0,0,0,1,0,2,0,0,0,1,0,0.000833333,-0.255024018,0.0,0.0,0.076923077,0.0,3.63097
2315,0,1,0,1,1,0,1,0,168,51,1,1,1,1,0,0,1,0.932,0,1,0,0,0,0,1,0,0,0,0,0.018779343,-0.031350726,0.0,0.085714286,0.051282051,0.0,3.70675
2316,1,0,0,0,1,0,1,0,173,98,1,1,1,0,1,0,1,0.836,0,1,0,0,0,0,1,0,0,0,0,0.001067236,-0.260709329,0.0,0.0,0.179487179,0.0,3.3521
2317,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.60625,1,0,0,0,0,5,0,1,0,0,0,0.015,-0.259535047,0.0,0.028571429,0.179487179,0.137931034,3.64843
2318,0,1,0,1,1,0,1,0,165,55,1,1,1,0,1,0,0,0.896,0,1,0,0,0,0,1,0,0,0,0,0.002857143,-0.244361706,0.0,0.028571429,0.102564103,0.0,3.62355
2319,0,1,0,0,1,0,1,0,176,69,1,1,1,1,0,0,0,0.89876358,1,0,0,0,0,4,0,1,0,0,0,0.001683502,-0.256980978,0.0,0.085714286,0.282051282,0.0,3.70098
2320,0,0,1,1,1,0,1,0,155,50,0,1,1,0,1,0,0,0.857333333,0,0,1,0,0,0,1,0,0,0,0,0.003724395,-0.26192464,0.0,0.0,0.0,0.0,3.55551
2321,1,0,0,0,1,0,1,0,176,67,1,1,1,0,1,0,1,0.889333333,0,0,1,0,0,0,1,0,0,0,0,0.005,-0.26188817,0.0,0.028571429,0.076923077,0.0,3.45079
2322,0,1,0,0,1,0,1,0,176,67,1,1,1,0,1,0,0,0.882715926,0,0,1,0,0,2,0,1,0,0,0,0.006896552,-0.261636693,0.0,0.0,0.0,0.0,3.86566
2323,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.92,1,0,0,0,0,5,0,1,0,0,0,0.030012005,-0.246976038,0.0,0.0,0.128205128,0.034482759,3.6887
2324,1,0,0,0,1,0,1,0,172,55,1,1,1,1,0,0,1,0.916,0,0,0,0,0,0,1,0,0,0,0,0.011578947,-0.25574824,0.0,0.028571429,0.179487179,0.0,3.25268
2325,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.907405185,1,0,0,0,0,5,0,1,0,0,0,0.013333333,-0.259250162,0.0,0.0,0.025641026,0.137931034,3.63593
2326,1,0,0,0,1,0,1,0,175,80,1,1,1,1,0,0,0,0.838666667,1,0,0,0,0,5,0,1,0,0,0,0.044,-0.258742464,0.0,0.028571429,0.025641026,0.137931034,3.50733
2327,1,0,0,0,1,0,1,0,163,52,0,1,1,1,0,0,1,0.904,0,0,0,0,1,1,0,1,0,0,0,0.001639344,-0.257258929,0.0,0.028571429,0.205128205,0.0,3.34961
2328,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.892,0,0,0,0,1,5,0,1,0,0,0,0.005581395,-0.252014118,0.0,0.0,0.076923077,0.0,3.70975
2329,0,0,1,0,1,0,1,0,176,51,0,1,1,1,0,0,0,0.928,0,0,0,0,1,1,0,0,0,1,0,0.014450867,-0.259929995,0.0,0.028571429,0.102564103,0.034482759,3.43589
2330,0,1,0,0,1,0,1,0,175,85,1,1,1,1,0,0,1,0.918666667,0,0,0,0,0,1,0,1,0,0,0,0.000606061,-0.127121408,0.0,0.142857143,0.025641026,0.0,3.36105
2331,0,1,0,1,1,0,1,0,161,49,1,1,1,0,1,0,0,0.597916667,0,0,0,1,0,0,1,0,0,0,0,0.008130081,-0.191466119,0.0,0.028571429,0.256410256,0.0,3.75694
2332,0,1,0,1,1,0,1,0,166,54,0,1,1,0,1,0,1,0.583333333,0,0,1,0,0,2,0,0,0,1,0,0.032258065,-0.194769261,0.0,0.0,0.0,0.0,3.39978
2333,0,1,0,0,1,0,1,0,178,60,1,1,1,0,1,0,1,0.777272727,0,0,1,0,0,2,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.085714286,0.076923077,0.0,3.17077
2334,0,1,0,0,1,0,1,0,178,66,1,1,1,1,0,0,1,0.614583333,0,0,0,0,1,4,0,1,0,0,0,0.004,-0.257239885,0.0,0.028571429,0.205128205,0.137931034,3.08355
2335,0,1,0,0,1,1,0,0,172,61,1,1,1,0,0,1,0,0.865429506,1,0,0,0,0,5,0,1,0,0,0,0.062222222,-0.201747623,0.0,0.0,0.0,0.0,3.56287
2336,1,0,0,0,1,0,1,0,176,67,0,1,1,1,0,0,1,0.889333333,1,0,0,0,0,5,0,0,0,1,0,0.000651042,-0.262208023,0.0,0.171428571,0.179487179,0.310344828,2.71718
2337,0,1,0,0,1,0,1,0,176,67,1,1,1,0,1,0,0,0.882666667,0,0,0,1,0,2,0,1,0,0,0,0.028328612,-0.139805759,0.0,0.085714286,0.128205128,0.0,3.17988
2338,1,0,0,1,1,0,1,0,164,54,1,1,1,0,1,0,0,0.866666667,0,0,0,1,0,0,1,0,0,0,0,0.03030303,-0.083096893,0.0,0.142857143,0.384615385,0.0,3.35679
2339,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.884,1,0,0,0,0,4,0,1,0,0,0,0.02962963,-0.224461258,0.0,0.142857143,0.179487179,0.0,2.1354
2340,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,0,0.890121481,0,0,1,0,0,4,0,1,0,0,0,0.006048387,-0.261987628,0.0,0.085714286,0.205128205,0.0,3.65046
2341,0,0,1,0,1,0,1,0,170,65,1,1,1,0,1,0,1,0.842666667,0,0,0,1,0,2,0,1,0,0,0,0.001574803,1.50673681,0.0,0.028571429,0.102564103,0.0,3.47202
2342,0,1,0,1,1,0,1,0,160,48,1,1,1,1,0,0,0,0.577083333,0,0,0,1,0,4,0,1,0,0,0,0.001515152,-0.244951088,0.0,0.314285714,0.538461538,0.0,3.73226
2343,1,0,0,0,1,0,1,0,189,75,1,1,1,1,0,0,0,0.894666667,1,0,0,0,0,0,1,0,0,0,0,0.059202059,2.772958083,0.0,0.028571429,0.051282051,0.068965517,3.56541
2344,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.868,0,0,0,0,1,5,0,1,0,0,0,0.00877193,-0.200588546,0.0,0.0,0.128205128,0.620689655,3.56265
2345,0,1,0,0,1,0,1,0,182,75,1,1,1,1,0,0,0,0.905333333,0,0,0,0,1,4,0,1,0,0,0,0.08,-0.16218248,0.0,0.114285714,0.025641026,0.0,2.74627
2346,0,1,0,0,1,0,1,0,165,62,1,1,1,1,0,0,0,0.92,0,0,0,0,1,1,0,1,0,0,0,0.04172851,-0.262227165,0.0,0.057142857,0.41025641,0.0,3.48506
2347,1,0,0,0,1,0,1,0,187,80,1,1,1,1,0,0,1,0.925333333,0,0,0,0,0,2,0,1,0,0,0,0.023465704,-0.138738432,0.0,0.0,0.102564103,0.068965517,3.10245
2348,0,1,0,0,1,0,1,0,188,70,1,1,1,1,0,0,1,0.820982346,0,0,0,0,1,5,0,1,0,0,0,0.513207547,0.416966605,0.0,0.0,0.230769231,0.206896552,3.53507
2349,0,1,0,1,1,0,1,0,161,45,1,1,1,0,1,0,1,0.6125,0,0,1,0,0,0,1,0,0,0,0,0.057291667,-0.198293793,0.0,0.142857143,0.128205128,0.0,3.49732
2350,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.941333333,0,0,0,0,0,1,0,1,0,0,0,0.054794521,-0.262245872,0.0,0.114285714,0.128205128,0.0,3.26964
2351,1,0,0,1,1,0,1,0,161,43,0,1,1,0,1,0,1,0.798666667,0,0,0,1,0,2,0,0,0,1,0,0.003278689,-0.258592877,0.0,0.085714286,0.179487179,0.0,3.22558
2352,0,1,0,0,1,0,1,0,193,72,1,1,1,0,1,0,0,0.873333333,0,1,0,0,0,0,1,0,0,0,0,0.029411765,0.048300965,0.0,0.142857143,0.128205128,0.0,3.17549
2353,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.826666667,0,0,0,0,1,5,0,1,0,0,0,0.006726457,-0.259993898,0.0,0.0,0.025641026,0.103448276,3.72278
2354,0,0,1,1,1,0,1,0,162,66,1,1,1,0,1,0,1,0.857333333,0,1,0,0,0,1,0,1,0,0,0,0.004115226,-0.26220117,0.0,0.085714286,0.102564103,0.0,3.38962
2355,0,0,1,1,1,1,0,0,164,48,0,1,1,1,0,0,0,0.918947368,1,0,0,0,0,0,1,0,0,0,0,0.025882353,-0.252388822,0.0,0.142857143,0.102564103,0.0,3.62556
2356,0,0,1,1,1,0,1,0,157,47,1,1,1,1,0,0,1,0.918666667,0,0,0,1,0,1,0,1,0,0,0,0.001113586,-0.262234185,0.0,0.057142857,0.128205128,0.0,3.63354
2357,0,1,0,1,1,0,1,0,172,50,0,1,1,1,0,0,0,0.924690988,0,0,0,0,0,1,0,0,0,1,0,0.001416431,-0.262205023,0.0,0.114285714,0.230769231,0.172413793,2.94162
2358,0,1,0,0,1,0,1,0,182,89,1,1,1,1,0,0,0,0.925333333,0,0,0,0,0,1,0,1,0,0,0,0.085324232,-0.144724626,0.0,0.028571429,0.564102564,0.0,3.47517
2359,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.894666667,1,0,0,0,0,4,0,1,0,0,0,0.039735099,-0.254052304,0.0,0.028571429,0.179487179,0.137931034,3.5433
2360,1,0,0,1,1,0,1,0,166,55,1,1,1,1,0,0,0,0.876,1,0,0,0,0,5,0,1,0,0,0,0.002247191,1.18e-15,0.0,0.228571429,0.333333333,0.068965517,3.32923
2361,1,0,0,1,1,0,0,1,163,55,0,0,1,0,1,0,0,0.816,0,0,1,0,0,0,0,0,1,0,0,0.001836547,-0.262188929,0.0,0.0,0.0,0.0,3.28683
2362,1,0,0,0,1,0,1,0,180,74,1,1,1,1,0,0,0,0.898666667,0,0,0,0,1,2,0,1,0,0,0,0.009489917,-0.152844731,0.0,0.2,0.435897436,0.0,3.41329
2363,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,1,0.876542222,0,0,0,0,1,2,0,1,0,0,0,0.045901639,-0.261833257,0.0,0.0,0.025641026,0.103448276,2.82957
2364,0,1,0,0,0,0,1,0,183,66,1,1,1,1,0,0,1,0.892,1,0,0,0,0,3,0,1,0,0,0,0.014583333,-0.259336105,0.0,0.171428571,0.256410256,0.103448276,3.78427
2365,0,1,0,1,1,0,1,0,171,57,1,1,1,0,1,0,1,0.913333333,0,0,0,1,0,0,1,0,0,0,0,0.043478261,-0.239312581,0.0,0.114285714,0.179487179,0.0,3.60233
2366,1,0,0,1,1,0,1,0,167,45,1,1,1,1,0,0,1,0.854666667,0,1,0,0,0,2,0,1,0,0,0,0.033527697,-0.234691129,0.0,0.057142857,0.358974359,0.0,3.74045
2367,0,1,0,0,1,0,1,0,180,75,1,1,1,0,1,0,1,0.849333333,0,0,0,1,0,1,0,1,0,0,0,0.002463054,-0.20071088,0.0,0.114285714,0.358974359,0.0,3.53832
2368,0,0,1,1,1,0,1,0,158,60,1,1,1,1,0,0,0,0.821333333,1,0,0,0,0,5,0,1,0,0,0,0.03125,-0.250798393,0.0,0.114285714,0.128205128,0.0,3.60832
2369,0,1,0,1,1,0,1,0,170,58,1,1,1,0,1,0,1,0.60625,0,0,1,0,0,0,1,0,0,0,0,0.001666667,-0.262221413,0.0,0.028571429,0.205128205,0.034482759,3.85136
2370,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.881333333,1,0,0,0,0,5,0,1,0,0,0,0.323796232,5.123417167,0.0,0.0,0.051282051,0.137931034,3.46991
2371,0,0,1,1,1,0,1,0,165,51,1,1,1,1,0,0,1,0.913333333,1,0,0,0,0,5,0,1,0,0,0,0.006896552,-0.261997544,0.0,0.0,0.102564103,0.0,3.67702
2372,0,0,1,1,1,0,1,0,163,55,1,1,1,0,1,0,0,0.857333333,0,0,0,0,0,1,0,1,0,0,0,0.025188917,-0.262067856,0.0,0.2,0.41025641,0.0,3.71263
2373,1,0,0,1,1,0,1,0,164,54,1,1,1,1,0,0,1,0.866666667,1,0,0,0,0,5,0,1,0,0,0,0.00617284,-0.261764139,0.0,0.028571429,0.102564103,0.0,2.83074
2374,0,0,1,0,1,0,1,0,172,52,1,1,1,1,0,0,1,0.874666667,1,0,0,0,0,3,0,1,0,0,0,0.003058104,-0.261713704,0.0,0.0,0.128205128,0.034482759,3.5201
2375,0,0,1,0,1,0,1,0,180,90,1,1,1,1,0,0,1,0.869333333,1,0,0,0,0,5,0,1,0,0,0,0.007238883,-0.261675515,0.0,0.085714286,0.076923077,0.137931034,3.85055
2376,1,0,0,1,1,0,1,0,165,48,1,1,1,0,1,0,0,0.865333333,0,0,1,0,0,0,1,0,0,0,0,0.03030303,-0.256118833,0.0,0.085714286,0.179487179,0.0,3.0272
2377,0,0,1,1,1,0,1,0,168,54,1,1,1,0,1,0,0,0.861333333,0,0,0,0,0,1,0,1,0,0,0,0.031111111,-0.20835985,0.0,0.085714286,0.102564103,0.0,3.35896
2378,0,1,0,0,1,0,1,0,175,60,0,1,1,1,0,0,0,0.938271481,0,0,0,0,0,5,0,1,0,0,0,0.013461538,-0.253582507,0.0,0.085714286,0.307692308,0.034482759,3.68735
2379,0,1,0,0,1,0,1,0,173,72,1,1,1,1,0,0,0,0.924,1,0,0,0,0,0,1,0,0,0,0,0.24,0.619337375,0.0,0.057142857,0.0,0.0,3.2929
2380,0,1,0,0,1,0,1,0,176,67,1,1,1,0,1,0,0,0.9,0,0,1,0,0,1,0,1,0,0,0,0.008849558,-0.254986723,0.0,0.2,0.230769231,0.0,3.51849
2381,0,1,0,1,1,0,1,0,163,48,1,1,1,1,0,0,1,0.904,1,0,0,0,0,2,0,1,0,0,0,0.012437811,0.106434626,0.0,0.171428571,0.128205128,0.0,3.62043
2382,0,1,0,1,1,0,1,0,169,55,0,1,1,1,0,0,1,0.888,1,0,0,0,0,3,0,0,0,1,0,0.001883239,-0.262218655,0.0,0.114285714,0.256410256,0.0,3.65685
2383,0,1,0,0,1,0,1,0,176,56,1,1,1,1,0,0,0,0.876,1,0,0,0,0,2,0,1,0,0,0,0.025531915,-0.051896028,0.0,0.0,0.076923077,0.068965517,3.3353
2384,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,0,0.896,0,0,0,0,0,2,0,1,0,0,0,0.044776119,-0.262245872,0.0,0.171428571,0.58974359,0.0,3.71706
2385,1,0,0,0,0,0,1,0,175,52,0,1,1,1,0,0,0,0.752,0,0,0,1,0,0,0,0,1,0,0,0.006666667,-0.262245872,0.0,0.0,0.0,0.0,2.48267
2386,0,1,0,0,1,0,1,0,164,63,1,1,1,1,0,0,1,0.633333333,0,0,0,0,1,4,0,1,0,0,0,0.006,-0.260206831,0.0,0.142857143,0.128205128,0.068965517,3.56013
2387,0,1,0,1,1,1,0,0,164,54,1,1,1,0,1,0,0,0.906666667,0,0,0,0,0,0,1,0,0,0,0,0.1,-0.262245872,0.0,0.142857143,0.076923077,0.0,3.62844
2388,1,0,0,0,1,0,1,0,175,72,1,1,1,1,0,0,0,0.908,0,0,0,0,1,3,0,1,0,0,0,0.0025,-0.260268295,0.0,0.057142857,0.205128205,0.0,3.20532
2389,0,1,0,0,1,0,1,0,165,58,1,1,1,0,0,1,0,0.901333333,0,0,0,0,1,5,0,1,0,0,0,0.087131367,-0.174986194,0.0,0.0,0.076923077,0.137931034,3.20394
2390,0,1,0,0,1,0,1,0,180,76,1,1,1,0,1,0,0,0.801333333,0,0,1,0,0,5,0,1,0,0,0,0.69047619,0.655871779,0.0,0.171428571,0.025641026,0.0,3.22912
2391,0,0,1,1,1,0,1,0,166,53,1,1,1,0,1,0,1,0.836,0,0,0,1,0,2,0,1,0,0,0,0.003722084,-0.26043669,0.0,0.028571429,0.102564103,0.0,3.46327
2392,0,1,0,1,1,0,1,0,161,58,1,1,1,1,0,0,0,0.913333333,1,0,0,0,0,1,0,1,0,0,0,0.002076125,-0.261183169,0.0,0.028571429,0.128205128,0.0,3.65753
